NR-AR,NR-AR-LBD,NR-AhR,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NR-Aromatase,standardised_smiles,Identifier
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Brc1c(NC2=NCCN2)ccc2nccnc12,"['NCGC00016069-13', 'NCGC00016069-09']"
0.0,,0.0,0.0,,1.0,1.0,0.0,1.0,,1.0,0.0,Brc1c2ccccc2c(Br)c2ccccc12,['NCGC00260469-01']
0.0,,0.0,1.0,,1.0,,0.0,,,1.0,,Brc1c2ccccc2cc2ccccc12,['NCGC00260504-01']
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Brc1cc(-c2ccc(Br)c(Br)c2Br)cc(Br)c1Br,['NCGC00260144-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,['NCGC00260018-01']
0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brc1cc(Br)cc(Br)c1,['NCGC00357185']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br,"['NCGC00257866-01', 'NCGC00256700-01']"
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Brc1cc2ccccc2c2ccccc12,['NCGC00260479-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brc1ccc(-c2ccccc2)cc1,['NCGC00257808-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Brc1ccc(Br)c(Br)c1,"['NCGC00259411-01', 'NCGC00257054-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brc1ccc(Br)cc1,"['NCGC00257201-01', 'NCGC00258840-01']"
0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,"['NCGC00257710-01', 'NCGC00258695-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Brc1ccc(Oc2ccc(Br)cc2)cc1,"['NCGC00257049-01', 'NCGC00259582-01']"
0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1,['NCGC00257881-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brc1ccc(Oc2ccccc2)cc1,"['NCGC00258821-01', 'NCGC00254405-01']"
,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Brc1cccc(-c2ccccc2)c1,['NCGC00257675-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brc1ccccc1,['NCGC00258403-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brc1ccccc1-c1ccccc1,['NCGC00091586-02']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brc1ccccn1,['NCGC00357064']
0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Brc1nc2ccccc2s1,"['NCGC00256377-01', 'NCGC00259683-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#CC(C)(C)N=C(O)c1cc(Cl)cc(Cl)c1,"['NCGC00258964-01', 'NCGC00255062-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,C#CC(C)(C)O,['NCGC00257648-01']
,,,,,,0.0,,0.0,,,,C#CC(C)(CC)OC(=O)c1ccccc1C(=O)O,['NCGC00249905-01']
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#CC(C)(O)CC(C)C,['NCGC00255036-01']
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,['NCGC00255074-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#CC(N)CCC(=O)O,['NCGC00260823']
,,,,,,0.0,,0.0,,,,C#CC(O)(C=CCl)CC,['NCGC00253596-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#CC(O)C(CC)CCCC,['NCGC00256162-01']
,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#CC(O)CCC,['NCGC00357079']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,C#CC(O)CCCCC,['NCGC00260419-01']
1.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,,C#CC1(O)C=CC2C3CC=C4CC(=O)CCC4C3CCC21CC,"['NCGC00263565-01', 'NCGC00164611-01']"
1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,C#CC1(O)CCC2C3=C(C=CC21CC)C1=C(CC3)CC(=O)CC1,"['NCGC00167457-02', 'NCGC00167457-01']"
1.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,C#CC1(O)CCC2C3C(C)C=C4CC(=O)CCC4C3CCC21C,"['NCGC00164632-02', 'NCGC00164632-01']"
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3CCC21C,"['NCGC00021466-05', 'NCGC00095023-01', 'NCGC00159363-02', 'NCGC00255184-01']"
1.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0,,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,['NCGC00168777-01']
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,"['NCGC00016304-01', 'NCGC00179669-04', 'NCGC00094738-01', 'NCGC00255187-01']"
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21CC,"['NCGC00256735-01', 'NCGC00159349-05', 'NCGC00159349-02', 'NCGC00257283-01', 'NCGC00260418-01']"
1.0,1.0,,1.0,1.0,,,0.0,,1.0,,,C#CC1(O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,['NCGC00168787-01']
1.0,1.0,0.0,1.0,1.0,0.0,,0.0,,1.0,,0.0,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,['NCGC00167449-01']
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,C#CC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,"['NCGC00179676-03', 'NCGC00255262-01', 'NCGC00016233-01']"
1.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0,1.0,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,"['NCGC00179665-04', 'NCGC00255335-01', 'NCGC00164400-01']"
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,"['NCGC00091533-10', 'NCGC00091533-04', 'NCGC00258843-01', 'NCGC00254514-01']"
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,"['NCGC00093347-05', 'NCGC00093347-02', 'NCGC00255342-01']"
0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,C#CC1(O)CCC2C3CCc4cc(OC5CCCC5)ccc4C3CCC21C,"['NCGC00166146-02', 'NCGC00166146-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#CC1(O)CCCCC1,['NCGC00255158-01']
1.0,1.0,0.0,1.0,1.0,0.0,,0.0,,1.0,,,C#CC1(OC(=O)CCCCCC)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,['NCGC00182712-01']
1.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,,C#CC1(OC(C)=O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,['NCGC00183366-01']
1.0,1.0,,1.0,1.0,,0.0,0.0,,,1.0,,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,"['NCGC00344561-01', 'NCGC00181353-01']"
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,,C#CC1(OC(C)=O)CCC2C3CCC4=CC(OC(C)=O)CCC4C3CCC21C,"['NCGC00166138-04', 'NCGC00186466-01', 'NCGC00166138-01']"
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,C#CC1=C(C#C)C(=O)C(Cl)=C(Cl)C1=O,['NCGC00357255']
0.0,0.0,,0.0,0.0,,,,,0.0,1.0,0.0,C#CCC(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,['NCGC00242596-01']
0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,['NCGC00254552-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#CCN(C)C(C)Cc1ccccc1,"['NCGC00024994-06', 'NCGC00016708-01', 'NCGC00255797-01']"
0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,"['NCGC00015669-07', 'NCGC00094088-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#CCN(C)Cc1ccccc1,"['NCGC00015841-11', 'NCGC00015841-02', 'NCGC00256654-01']"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,C#CCN1C(=O)COc2cc(F)c(-n3c(O)c4c(c3O)CCC=C4)cc21,['NCGC00254963-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#CCNC(C)Cc1ccccc1,['NCGC00261146']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#CCNC1CCc2ccccc21,"['NCGC00168774-02', 'NCGC00168774-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#CCO,['NCGC00258529-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,['NCGC00254630-01']
0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,C#CCOC(=O)C1=CCCN(C)C1,['NCGC00260821']
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,['NCGC00255358-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,"['NCGC00164558-02', 'NCGC00164558-01']"
0.0,,0.0,,0.0,,1.0,0.0,0.0,1.0,,,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,"['NCGC00254709-01', 'NCGC00259595-01']"
1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,C#CCOc1ccc2c(C)cc(=O)oc2c1,['NCGC00063341-02']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#CCn1c(=O)c2c(ncn2C)n(C)c1=O,['NCGC00261113']
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,C#CCn1cc(O)n(COC(=O)C2C(C=C(C)C)C2(C)C)c1=O,['NCGC00164465-01']
,,,,,,0.0,,0.0,,,,C#Cc1ccc(-c2ccccc2F)cc1,['NCGC00261984-01']
1.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,1.0,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,"['NCGC00164574-06', 'NCGC00164574-01']"
0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,C#N,"['NCGC00166055-03', 'NCGC00016202-02', 'NCGC00260281-01']"
0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,['NCGC00255197-01']
0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,C(=CCC=Nc1ccccc1)C=Nc1ccccc1,['NCGC00255792-01']
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,"['NCGC00018187-09', 'NCGC00015246-02']"
0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,C(=Cc1ccccc1)c1ccccc1,"['NCGC00260274-01', 'NCGC00257904-01']"
0.0,0.0,1.0,1.0,0.0,0.0,,1.0,,1.0,0.0,1.0,C(=Cc1ccncc1)c1ccccc1,"['NCGC00160603-02', 'NCGC00160603-01']"
0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,,1.0,C(=NC1CCCCC1)=NC1CCCCC1,"['NCGC00260545-01', 'NCGC00257167-01']"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,C(CCOCC1CO1)COCC1CO1,['NCGC00259816-01']
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,C(COCC1CO1)OCC1CO1,['NCGC00256106-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1=CC2C3C=CC(C3)C2C1,['NCGC00090776-02']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1=CCC(c2ccccc2)CC1,['NCGC00256873-01']
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,C1=CCC2CC=CC2C1,['NCGC00258012-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1=CCC=C1,"['NCGC00260091-01', 'NCGC00255341-01']"
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1=CCCC1,['NCGC00356963']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1=CCCC=CCC1,['NCGC00258568-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1=CCCC=CCCC=CCC1,['NCGC00254420-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,C1=COCCC1,['NCGC00255086-01']
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1=Cc2cccc3cccc1c23,"['NCGC00259374-01', 'NCGC00254399-01']"
0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,C1=Cc2ccccc2C1,['NCGC00255989-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1C2OC2C2C1C1CC2C2OC12,['NCGC00258049-01']
0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,C1CC(COCC2CO2)CCC1COCC1CO1,['NCGC00256014-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CC2C3CCC(C3)C2C1,['NCGC00260317-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CC2OC2CC1C1CO1,"['NCGC00254198-01', 'NCGC00259056-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,C1CCC(C2CCCCC2)CC1,['NCGC00255206-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CCC(NC2CCCCC2)CC1,"['NCGC00090955-06', 'NCGC00259320-01', 'NCGC00257081-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CCC(SSC2CCCCC2)CC1,['NCGC00254435-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CCC2(CCCCO2)OC1,['NCGC00254567-01']
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,C1CCC2=NCCCN2CC1,['NCGC00260485-01']
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,C1CCC2CCCCC2C1,['NCGC00257776-01']
0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,C1CCC2OC2C1,['NCGC00258704-01']
,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C1CCCC1,['NCGC00257756-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CCCCC1,['NCGC00258639-01']
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CCCCCCCCCCC1,['NCGC00260282-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C1CCCNCC1,"['NCGC00259033-01', 'NCGC00257117-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CCCNCCC1,['NCGC00260138-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CCN(CN2CCCCC2)CC1,['NCGC00256776-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CCN2CC3CC(CN4CCCCC34)C2C1,"['NCGC00181124-02', 'NCGC00016346-01']"
0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CCNCC1,['NCGC00258727-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C1CCOC1,['NCGC00258579-01']
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CCSC1,['NCGC00357279']
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,C1CCc2nnnn2CC1,['NCGC00015827-06']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CN(CCOCCN2CCOCC2)CCO1,['NCGC00255846-01']
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,C1CN(P2(N3CC3)=NP(N3CC3)(N3CC3)=NP(N3CC3)(N3CC3)=N2)CCO1,['NCGC00160420-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,C1CN(SSN2CCOCC2)CCO1,"['NCGC00257082-01', 'NCGC00259324-01']"
,,,,,,0.0,,0.0,,,,C1CN2CCC1CC2,['NCGC00253728-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CN2CCN1CC2,"['NCGC00258875-01', 'NCGC00256609-01']"
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CNCCN1,"['NCGC00259791-01', 'NCGC00254077-01', 'NCGC00256286-01']"
,,,,,,0.0,,0.0,,,,C1COC(NC(C2CC2)C2CC2)=N1,['NCGC00015884-13']
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1COC1,['NCGC00258293-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1COCCN1,"['NCGC00259999-01', 'NCGC00256942-01', 'NCGC00357171']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1COCCO1,['NCGC00258524-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,C1COCO1,['NCGC00254601-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CS1,['NCGC00260463-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,C1CSCCS1,['NCGC00257959-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1N2CN3CN1CN(C2)C3,"['NCGC00094719-08', 'NCGC00254463-01', 'NCGC00259155-01']"
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C1OCOCO1,['NCGC00258496-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,C=C(C#N)C(=O)OCC,"['NCGC00257131-01', 'NCGC00260002-01']"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,C=C(C#N)CCC#N,['NCGC00258398-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)C#N,"['NCGC00258906-01', 'NCGC00256956-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)C(=N)O,"['NCGC00259830-01', 'NCGC00253927-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)C(=O)O,"['NCGC00258380-01', 'NCGC00256309-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)C(=O)OC,['NCGC00257921-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,C=C(C)C(=O)OC(C)C,['NCGC00260157-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,C=C(C)C(=O)OC1CC(C)CC(C)(C)C1,['NCGC00256120-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)C(=O)OC1CC2CCC1(C)C2(C)C,"['NCGC00257409-01', 'NCGC00259750-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)C(=O)OCC,['NCGC00258364-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C,['NCGC00256088-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)C(=O)OCC(C)C,"['NCGC00259117-01', 'NCGC00256982-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)C(=O)OCC(C)O,"['NCGC00260080-01', 'NCGC00258784-01', 'NCGC00258248-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,"['NCGC00259343-01', 'NCGC00257184-01']"
